sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
F,18.744914,1.801983,138.034526,sim,sim,3.0,3.0,as vezes,nao,2.691591,1.168368,0.735372,as vezes,transporte publico
F,38.0,1.64,59.8,sim,sim,2.0,3.0,as vezes,nao,2.0,2.0,0.0,nao,transporte publico
M,19.515324,1.879144,112.932984,sim,sim,2.0,2.152733,as vezes,nao,2.53369,0.917563,1.285838,as vezes,transporte publico
M,22.0,1.75,70.0,nao,nao,2.0,3.0,as vezes,nao,3.0,1.0,1.0,nao,transporte publico
M,21.679158,1.741393,98.182498,sim,sim,,,as vezes,,2.668261,2.462269,1.402414,nao,transporte publico
M,30.551762,1.784377,102.872505,sim,sim,2.271306,3.0,as vezes,nao,1.771198,2.0,0.413752,as vezes,carro
M,22.874658,1.713343,75.828119,sim,sim,2.507841,3.648194,as vezes,nao,1.279756,0.132629,1.82753,as vezes,transporte publico
F,20.102241,1.816868,153.959945,sim,sim,3.0,3.0,as vezes,nao,2.414739,1.917014,0.927982,as vezes,transporte publico
M,25.426457,1.836592,118.377601,sim,sim,1.84199,3.0,as vezes,nao,2.503244,1.226019,0.078207,as vezes,transporte publico
F,25.998646,1.640741,104.808542,sim,sim,3.0,3.0,as vezes,nao,2.653531,0.190061,0.692343,as vezes,transporte publico
M,18.014333,1.751029,80.0,sim,sim,,2.805436,as vezes,nao,2.122884,0.045651,0.017225,frequentemente,transporte publico
F,18.0,1.763465,50.279053,nao,sim,1.567101,3.0,as vezes,nao,1.994139,0.107981,1.0,as vezes,transporte publico
M,40.174191,1.763029,116.974504,sim,sim,2.046651,2.842035,as vezes,nao,1.732072,0.584272,0.0,as vezes,carro
F,25.992898,1.638075,105.036522,sim,sim,3.0,3.0,as vezes,nao,2.419153,0.019404,0.597626,as vezes,transporte publico
F,15.0,1.65,86.0,sim,sim,3.0,3.0,as vezes,nao,1.0,3.0,2.0,nao,andando
F,23.0,1.6,52.0,nao,sim,2.0,4.0,frequentemente,nao,2.0,2.0,1.0,as vezes,carro
M,23.0,1.701584,75.093569,sim,sim,3.0,3.205009,as vezes,nao,2.643468,0.998039,1.898139,as vezes,transporte publico
M,18.0,1.79,52.0,nao,nao,3.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,
M,18.0,1.65,85.0,nao,sim,2.0,3.0,as vezes,nao,1.0,1.0,0.0,as vezes,transporte publico
F,16.0,1.66,58.0,nao,nao,2.0,1.0,as vezes,nao,1.0,0.0,1.0,nao,andando
M,20.986834,1.677178,80.379575,sim,sim,2.0,2.961706,,nao,2.0,1.661556,1.114716,nao,transporte publico
F,21.478496,1.686936,51.256059,sim,sim,3.0,3.179995,frequentemente,nao,1.910378,0.480614,0.625079,nao,transporte publico
F,26.0,1.640606,111.036881,,sim,3.0,3.0,as vezes,nao,2.709428,,0.228486,as vezes,transporte publico
M,36.673882,1.7921,101.285765,sim,sim,2.222282,1.578751,as vezes,nao,2.791604,2.352091,0.317846,as vezes,carro
F,19.0,1.7,64.0,sim,,3.0,3.0,nao,nao,3.0,3.0,1.0,nao,transporte publico
M,22.276969,1.84995,121.786485,sim,sim,3.0,,as vezes,nao,1.555534,0.348839,0.0,as vezes,transporte publico
,21.652229,1.700181,,sim,sim,2.086093,3.546352,as vezes,nao,2.081121,1.993666,0.673835,as vezes,transporte publico
M,28.712995,1.665585,98.66176,sim,sim,2.95801,2.834253,as vezes,nao,1.0,1.999886,0.0,nao,transporte publico
M,17.0,1.62,69.0,sim,sim,3.0,1.0,sempre,nao,2.0,1.0,2.0,as vezes,transporte publico
F,21.016849,1.724268,133.033523,sim,sim,3.0,3.0,as vezes,nao,1.650612,1.537639,0.912457,as vezes,transporte publico
F,25.962949,1.623812,109.996742,sim,sim,,3.0,as vezes,nao,2.395387,0.000272,0.461532,,transporte publico
F,25.524336,1.668931,104.768318,sim,sim,3.0,3.0,as vezes,nao,1.436616,0.167086,0.764717,as vezes,transporte publico
M,,1.64,78.0,sim,sim,2.0,1.0,as vezes,nao,2.0,0.0,0.0,frequentemente,carro
F,21.0,1.752944,,,sim,2.839048,2.10601,as vezes,nao,1.639202,1.117311,0.967919,as vezes,transporte publico
F,29.463168,1.659172,71.170001,sim,sim,2.0,3.0,as vezes,nao,1.281683,1.609801,0.0,as vezes,carro
F,19.262934,1.741014,132.57927,sim,sim,3.0,3.0,as vezes,nao,2.436261,1.464674,0.87092,as vezes,transporte publico
F,23.0,,84.340406,sim,sim,,3.0,as vezes,,2.715572,2.230109,0.070897,nao,transporte publico
F,25.653233,1.66494,110.92217,sim,sim,3.0,3.0,as vezes,nao,1.604075,0.029728,0.200122,as vezes,transporte publico
F,17.0,1.6,59.0,nao,sim,2.0,3.0,as vezes,nao,2.0,,2.0,nao,transporte publico
M,19.865895,1.76033,55.3707,sim,sim,2.120185,4.0,as vezes,nao,2.582165,2.0,1.510609,nao,carro
F,22.970655,1.751691,55.967655,sim,sim,2.478891,,frequentemente,nao,2.004126,2.0,0.327376,nao,transporte publico
F,21.82165,1.491441,62.269912,sim,nao,2.0,1.477581,as vezes,nao,1.995035,0.324676,0.51743,nao,transporte publico
M,21.0,1.68,70.0,sim,sim,3.0,3.0,as vezes,nao,3.0,0.0,2.0,as vezes,transporte publico
F,38.464538,1.696423,78.967919,sim,sim,3.0,3.0,as vezes,nao,2.981604,,0.0,nao,carro
F,26.0,1.633945,111.9307,sim,sim,3.0,3.0,as vezes,,2.682804,0.0,0.15171,as vezes,transporte publico
M,17.0,1.844749,59.313525,sim,sim,2.432886,3.0,as vezes,nao,,2.697949,1.0,nao,carro
M,37.997912,1.76071,118.668332,sim,sim,2.611222,2.992083,as vezes,nao,1.796376,0.641954,0.20281,as vezes,carro
F,23.664709,1.738836,133.472641,,sim,3.0,3.0,as vezes,nao,2.863513,1.026452,0.714137,as vezes,transporte publico
M,21.0,1.62,70.0,,sim,2.0,1.0,nao,nao,3.0,1.0,,as vezes,transporte publico
M,23.237302,1.761008,97.829344,sim,sim,2.0,3.0,as vezes,nao,2.988771,2.429923,1.978043,nao,
F,19.462713,1.550122,69.936073,sim,nao,2.501683,3.394788,as vezes,nao,1.337378,0.932888,1.0,nao,transporte publico
F,,1.517998,64.696248,sim,nao,2.1239,,as vezes,nao,2.0,1.582428,1.313363,nao,transporte publico
M,25.955361,1.830384,105.479313,sim,sim,3.0,3.0,as vezes,nao,2.480277,1.796779,1.596562,as vezes,transporte publico
M,21.379676,1.701413,96.710735,sim,sim,2.0,2.961192,as vezes,nao,2.623344,0.981686,1.35537,nao,transporte publico
M,20.0,1.8,75.0,nao,sim,3.0,4.0,sempre,nao,3.0,2.0,0.0,as vezes,transporte publico
F,26.0,1.626483,111.357062,sim,sim,3.0,3.0,as vezes,nao,2.61939,0.0,0.171034,as vezes,transporte publico
F,21.996523,1.733263,50.890363,nao,nao,3.0,3.765526,frequentemente,nao,1.656082,0.42777,0.555967,as vezes,transporte publico
M,21.098035,1.690437,96.366777,sim,sim,2.0,2.95833,as vezes,nao,2.0,0.0,1.595306,nao,transporte publico
F,21.28253,1.761773,133.903469,sim,sim,3.0,3.0,as vezes,nao,2.893062,1.408177,0.807457,as vezes,transporte publico
F,25.993154,1.609401,104.854928,sim,sim,3.0,3.0,as vezes,nao,2.613504,0.067985,0.778632,as vezes,transporte publico
F,20.254534,1.56948,41.324558,nao,sim,2.392665,1.0,frequentemente,nao,1.0,0.0,0.738269,as vezes,transporte publico
M,26.0,1.7,72.0,nao,sim,2.0,3.0,sempre,nao,2.0,0.0,0.0,as vezes,transporte publico
F,22.377998,1.699568,54.98774,sim,sim,3.0,3.0,frequentemente,nao,2.0,0.139808,0.875464,nao,transporte publico
M,18.0,1.8,80.0,sim,sim,2.0,3.0,frequentemente,nao,1.0,0.0,1.0,frequentemente,transporte publico
F,22.0,1.65,65.0,sim,sim,2.0,3.0,frequentemente,nao,2.0,1.0,,nao,carro
F,25.0,1.61,61.0,nao,nao,2.0,3.0,,nao,1.0,2.0,1.0,as vezes,transporte publico
F,18.0,1.64,59.0,sim,sim,2.0,3.0,,nao,1.0,1.0,1.0,as vezes,transporte publico
F,21.0,1.63,51.0,nao,sim,2.0,1.0,as vezes,nao,1.0,1.0,1.0,nao,transporte publico
M,22.276969,1.84995,121.786485,sim,sim,3.0,,as vezes,nao,1.555534,0.348839,0.0,as vezes,transporte publico
M,24.0,1.7,75.0,sim,sim,2.0,3.0,,nao,2.0,,0.0,as vezes,carro
F,17.08525,1.535618,57.259124,nao,sim,1.972545,2.339614,as vezes,nao,1.711074,0.095517,1.191053,as vezes,
M,18.88061,1.80416,104.40682,sim,sim,2.0,3.0,as vezes,nao,3.0,,0.0,nao,transporte publico
,24.751511,1.735343,83.337721,sim,sim,2.607335,3.0,as vezes,nao,2.0,0.451009,0.630866,as vezes,transporte publico
M,22.882558,1.793451,,sim,sim,1.899116,2.375026,as vezes,nao,1.39854,0.0,1.365793,as vezes,transporte publico
F,21.0,1.6,61.0,nao,sim,2.0,3.0,as vezes,nao,1.0,1.0,1.0,as vezes,transporte publico
F,25.777565,1.628205,107.378702,sim,sim,3.0,3.0,as vezes,nao,2.506631,0.025787,0.484165,as vezes,transporte publico
M,21.18354,1.72,80.555875,sim,sim,2.0,2.468421,as vezes,nao,2.0,2.0,1.0,nao,transporte publico
M,32.895637,,103.771371,sim,sim,2.902469,1.734762,as vezes,nao,2.600238,2.113992,0.584755,as vezes,carro
M,30.551762,1.784377,102.872505,sim,sim,2.271306,3.0,as vezes,nao,1.771198,2.0,0.413752,as vezes,carro
F,18.836315,1.751631,80.0,sim,sim,2.0,1.73762,as vezes,nao,2.207978,2.641072,0.707044,frequentemente,transporte publico
F,19.0,1.53161,42.0,nao,sim,2.749268,1.394539,frequentemente,nao,1.322048,0.463949,0.800993,as vezes,
F,26.0,1.641098,111.818345,sim,sim,3.0,3.0,as vezes,nao,2.55057,0.0,0.20482,as vezes,
M,17.052914,1.710616,99.860254,sim,sim,2.0,3.0,as vezes,nao,2.0,0.067491,0.894105,nao,transporte publico
M,31.426573,1.848683,99.0,sim,sim,2.759286,2.59257,as vezes,nao,2.549617,1.427233,,as vezes,carro
M,21.872484,1.699998,95.564428,sim,sim,2.0,2.970675,as vezes,nao,2.0,0.0,0.169294,nao,transporte publico
M,30.520854,1.784049,120.644178,sim,sim,2.499108,3.0,as vezes,nao,2.040952,0.838739,0.489854,as vezes,carro
F,26.0,1.639251,111.927001,sim,sim,3.0,,as vezes,nao,2.675567,0.0,0.081929,as vezes,transporte publico
M,25.486521,1.762461,115.531622,sim,sim,2.178308,3.0,as vezes,,2.165804,1.420675,1.875683,as vezes,transporte publico
F,25.919241,1.611462,102.093223,sim,sim,3.0,3.0,as vezes,nao,1.023328,0.05093,1.0,as vezes,transporte publico
F,25.524336,1.668931,104.768318,sim,sim,3.0,3.0,as vezes,nao,1.436616,0.167086,0.764717,as vezes,transporte publico
F,17.807828,1.518067,55.822119,nao,sim,1.773265,2.118153,as vezes,nao,1.075239,0.085388,1.915191,as vezes,transporte publico
M,23.0,1.7425,105.028665,sim,sim,2.393837,3.0,as vezes,nao,2.01499,0.978815,0.41322,as vezes,transporte publico
,20.0,1.87,75.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,as vezes,transporte publico
,19.741202,1.816783,86.522799,sim,sim,2.0,3.0,as vezes,nao,2.177386,0.336814,0.004813,as vezes,transporte publico
F,39.0,,50.0,nao,sim,3.0,4.0,frequentemente,nao,2.0,0.0,0.0,as vezes,transporte publico
M,25.124595,1.77151,113.207124,sim,,1.457758,3.0,as vezes,nao,2.020249,1.556709,0.00133,as vezes,transporte publico
,23.71259,1.588597,62.339003,nao,sim,2.39728,2.656588,as vezes,nao,2.061062,1.912981,1.887386,as vezes,transporte publico
F,26.208134,1.7,78.041338,sim,sim,2.784383,3.0,as vezes,nao,2.165605,0.855973,0.839659,frequentemente,carro
F,24.361936,1.73945,133.346641,sim,sim,3.0,3.0,as vezes,nao,,1.139107,0.586035,as vezes,transporte publico
M,31.743821,1.67782,102.022057,sim,sim,2.826036,2.371658,as vezes,nao,1.0,1.996487,0.0,nao,transporte publico
F,25.959772,1.642098,104.966758,sim,sim,3.0,3.0,as vezes,nao,1.482002,0.204108,0.657221,as vezes,transporte publico
M,20.068432,1.657132,105.580491,sim,sim,2.724121,1.437959,,nao,1.590418,0.029603,1.122118,nao,transporte publico
,23.0,1.681314,80.037202,sim,sim,2.0,2.9796,as vezes,nao,1.964435,0.189957,1.73216,nao,transporte publico
F,21.412434,1.675562,121.639178,sim,sim,3.0,3.0,as vezes,nao,1.484938,0.74225,0.604692,as vezes,transporte publico
F,18.222536,1.801746,141.166265,sim,sim,3.0,3.0,as vezes,nao,2.418488,1.99507,0.893514,as vezes,
M,23.0,1.882779,64.106108,sim,sim,3.0,3.0,as vezes,nao,2.843777,1.488843,0.009254,as vezes,carro
F,,1.7,78.0,sim,sim,3.0,3.0,as vezes,nao,2.147074,1.416076,1.0,frequentemente,carro
M,28.704462,1.762887,113.90198,sim,,2.323351,3.0,,nao,2.165048,0.0,1.493716,as vezes,carro
,20.979254,1.75655,78.721696,sim,sim,2.0,3.0,as vezes,nao,,0.228753,2.0,frequentemente,transporte publico
F,18.0,1.6,60.0,sim,sim,3.0,1.0,as vezes,nao,1.0,0.0,2.0,nao,andando
M,18.0,1.783906,109.207614,sim,sim,2.0,1.867836,as vezes,nao,2.438398,1.0,0.802305,nao,transporte publico
M,21.18354,1.72,80.555875,sim,sim,2.0,2.468421,as vezes,nao,2.0,2.0,1.0,nao,transporte publico
F,19.220108,1.530266,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.954889,0.0,0.907868,as vezes,transporte publico
F,19.027574,1.659877,77.272652,sim,sim,2.061461,2.812283,as vezes,nao,3.0,0.362441,0.78519,as vezes,
M,25.3292,,114.004832,sim,sim,1.528331,3.0,as vezes,nao,2.079353,1.522429,0.228598,as vezes,
F,22.0,1.65,60.0,,sim,,3.0,as vezes,nao,2.0,,0.0,as vezes,carro
M,23.0,1.74,93.5,nao,sim,2.0,3.0,frequentemente,sim,1.0,1.0,1.0,frequentemente,carro
M,20.0,1.81,79.0,sim,nao,3.0,1.0,as vezes,nao,,0.0,0.0,as vezes,transporte publico
M,18.0,1.750097,86.372141,sim,sim,2.907062,3.0,as vezes,nao,2.740848,1.219827,0.037634,as vezes,transporte publico
M,18.611197,1.714143,96.568814,sim,sim,2.0,2.967089,as vezes,nao,2.0,0.0,0.467048,nao,transporte publico
,19.035557,1.682594,127.427458,sim,sim,3.0,3.0,as vezes,nao,1.441289,1.425712,0.662277,as vezes,transporte publico
,27.635029,1.806227,120.423567,sim,sim,2.974006,3.0,as vezes,nao,2.565828,0.690269,1.339691,as vezes,transporte publico
M,25.0,1.89,75.0,nao,nao,3.0,3.0,,nao,2.0,3.0,0.0,nao,transporte publico
F,18.0,1.609321,84.493156,sim,sim,2.0,3.0,as vezes,nao,1.051735,1.0,0.0,nao,transporte publico
F,20.520992,1.668642,124.704781,sim,sim,3.0,3.0,as vezes,nao,1.15635,0.786828,,as vezes,transporte publico
F,32.593129,1.721903,72.748903,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.339232,as vezes,carro
M,23.096353,1.728183,,sim,sim,2.0,2.986172,as vezes,,2.364208,2.492402,1.632506,nao,transporte publico
F,20.392665,1.525234,65.220249,sim,nao,2.451009,3.0,as vezes,nao,2.0,2.177243,1.323877,nao,transporte publico
F,18.006742,1.7,50.0,nao,sim,1.003566,3.238258,frequentemente,nao,,0.783676,1.0,as vezes,transporte publico
F,23.647935,1.681394,114.479459,sim,sim,3.0,3.0,as vezes,nao,2.435978,0.232742,0.692608,as vezes,transporte publico
M,23.254934,1.84753,122.06261,sim,sim,3.0,2.280545,as vezes,nao,1.591597,0.932783,0.0,,transporte publico
M,39.825592,1.706741,108.012603,sim,,2.487781,3.755976,as vezes,nao,1.0,1.860765,0.0,nao,carro
M,20.0,1.6,50.0,sim,nao,2.0,4.0,frequentemente,sim,2.0,3.0,2.0,nao,transporte publico
M,23.32471,1.769484,96.078462,sim,sim,2.0,3.0,as vezes,nao,3.0,3.0,2.0,nao,transporte publico
F,19.462713,1.550122,69.936073,sim,nao,2.501683,3.394788,as vezes,nao,1.337378,0.932888,1.0,nao,transporte publico
F,21.680123,1.749118,133.955091,sim,sim,3.0,3.0,as vezes,nao,2.827773,1.412357,0.901071,as vezes,transporte publico
M,40.106145,1.760175,117.651046,sim,sim,2.032883,2.976211,as vezes,nao,1.726109,0.477855,0.0,as vezes,carro
F,21.291969,1.8002,,sim,sim,3.0,3.0,as vezes,nao,2.351193,1.051889,0.686491,as vezes,transporte publico
M,17.039058,1.799902,95.419668,sim,sim,2.0,3.0,as vezes,nao,3.0,1.04729,0.933802,as vezes,transporte publico
M,28.404332,1.787379,112.173731,sim,sim,1.878251,3.0,as vezes,nao,2.022933,0.0,0.325445,as vezes,
M,18.0,1.8,72.0,sim,sim,2.0,3.0,as vezes,nao,2.0,3.0,0.0,as vezes,carro
F,17.0,1.6,53.0,nao,sim,1.0,3.0,as vezes,nao,1.0,2.0,2.0,as vezes,andando
M,36.673882,1.7921,101.285765,sim,sim,2.222282,1.578751,as vezes,nao,2.791604,2.352091,0.317846,as vezes,carro
F,,1.538398,42.0,,sim,2.71897,1.473088,frequentemente,nao,1.164644,1.235675,0.930926,as vezes,transporte publico
M,26.004294,1.844751,105.025808,sim,sim,3.0,3.0,as vezes,nao,2.925029,2.0,1.758865,as vezes,transporte publico
F,22.209706,1.593847,44.050251,nao,nao,3.0,2.99321,frequentemente,nao,,1.967234,0.0,nao,transporte publico
,19.725718,1.746529,129.363771,sim,sim,,3.0,as vezes,nao,2.250711,0.64235,0.685129,as vezes,transporte publico
M,26.957645,1.780731,112.957922,sim,sim,2.263245,,as vezes,nao,2.092509,0.0,1.836853,,carro
M,18.0,1.792687,108.204547,sim,sim,2.0,2.478794,as vezes,nao,2.967064,1.0,0.4346,nao,transporte publico
M,34.204611,1.719509,84.416515,sim,sim,2.031246,3.0,as vezes,nao,2.803002,1.98448,0.418623,nao,carro
M,21.086512,1.863685,,sim,sim,2.0,3.0,as vezes,nao,1.005727,0.0,0.798219,as vezes,transporte publico
M,18.0,,66.0,nao,sim,2.0,3.0,frequentemente,nao,1.0,1.0,1.0,as vezes,transporte publico
F,21.832995,1.580964,65.363941,nao,sim,2.021446,3.0,as vezes,nao,1.077917,0.523847,0.808599,as vezes,transporte publico
M,22.975526,1.701986,95.0,sim,sim,2.0,3.0,as vezes,nao,2.02127,1.814869,1.066603,nao,transporte publico
F,18.0,1.64,59.0,sim,sim,2.0,3.0,,nao,1.0,1.0,1.0,as vezes,transporte publico
M,18.0,1.78,108.0,sim,nao,2.0,3.0,,nao,3.0,1.0,0.0,nao,
M,31.86893,1.75,118.102897,sim,sim,2.139196,3.0,as vezes,nao,2.04843,0.368026,0.360986,as vezes,
M,18.0,1.82093,108.742005,sim,sim,,1.25535,as vezes,nao,2.497065,1.0,1.441605,nao,transporte publico
M,21.20563,1.704573,80.0,sim,sim,2.0,3.0,as vezes,nao,2.0,2.847761,1.413375,nao,transporte publico
M,21.0,1.88,84.0,sim,sim,3.0,3.0,as vezes,nao,3.0,2.0,1.0,as vezes,andando
M,21.0,1.65,53.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,transporte publico
M,17.971786,1.754441,85.002884,sim,sim,,3.0,as vezes,nao,2.845134,1.0,0.42683,as vezes,transporte publico
M,19.799054,1.743702,54.927529,sim,sim,2.0,3.28926,as vezes,nao,2.847264,1.680844,2.0,as vezes,transporte publico
M,,1.803132,106.329569,sim,sim,2.348745,3.0,as vezes,nao,2.096751,0.544564,0.67688,as vezes,transporte publico
F,21.207423,1.707508,121.864326,sim,sim,3.0,3.0,as vezes,nao,1.615548,1.376534,0.926052,as vezes,transporte publico
F,23.426036,1.739991,,sim,sim,3.0,3.0,as vezes,nao,2.837797,1.343875,0.803156,as vezes,transporte publico
M,18.0,1.8,80.0,sim,sim,2.0,3.0,frequentemente,nao,1.0,0.0,1.0,frequentemente,transporte publico
M,23.0,1.791415,105.138073,sim,sim,2.262171,3.0,,nao,2.03415,0.317363,0.508663,as vezes,transporte publico
,19.725718,1.746529,129.363771,sim,sim,,3.0,as vezes,nao,2.250711,0.64235,0.685129,as vezes,transporte publico
M,19.0,1.85,65.0,sim,nao,2.0,3.0,as vezes,nao,3.0,2.0,1.0,as vezes,bicicleta
F,19.0,1.63,58.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,0.0,nao,transporte publico
F,25.908829,1.607734,102.305767,sim,sim,3.0,3.0,as vezes,nao,1.030501,0.06582,0.991473,as vezes,transporte publico
F,34.204408,1.664927,80.386078,sim,sim,2.0,,as vezes,nao,2.641642,0.285889,1.50301,nao,carro
,20.534089,1.861358,115.39792,sim,,2.0,3.0,as vezes,nao,3.0,0.987591,1.914531,as vezes,transporte publico
F,26.0,1.633442,111.821817,sim,sim,3.0,3.0,as vezes,nao,2.550672,0.0,0.224655,as vezes,transporte publico
M,18.0,1.788459,51.552595,nao,sim,2.897899,3.0,as vezes,nao,1.835545,1.162519,1.0,as vezes,transporte publico
M,29.0,1.62,89.0,sim,sim,1.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,transporte publico
F,22.0,1.7,66.0,sim,nao,3.0,3.0,sempre,,2.0,2.0,1.0,as vezes,transporte publico
F,21.009437,1.60681,67.773914,sim,sim,2.0,3.156309,nao,nao,3.0,1.179592,0.086868,as vezes,transporte publico
F,26.0,1.633195,111.883747,sim,sim,3.0,3.0,as vezes,nao,2.619517,0.0,0.140368,as vezes,transporte publico
M,20.9859,1.780503,103.189532,sim,sim,2.0,3.0,as vezes,nao,1.608128,0.478134,0.0,nao,transporte publico
F,21.009596,1.714193,131.866734,sim,sim,3.0,3.0,as vezes,nao,1.709556,1.592494,0.925843,as vezes,transporte publico
M,25.0,1.7,83.0,nao,sim,3.0,3.0,as vezes,nao,3.0,3.0,0.0,nao,moto
F,38.097395,1.696954,78.156035,sim,sim,3.0,3.0,as vezes,nao,2.166024,0.0,0.0,nao,carro
M,25.062942,1.828391,120.998266,sim,sim,3.0,3.0,as vezes,nao,3.0,1.685369,0.264969,as vezes,transporte publico
M,22.851834,1.854592,63.611109,sim,sim,3.0,3.691226,as vezes,nao,2.650989,1.228136,0.8324,as vezes,carro
M,22.277859,1.947406,116.893105,sim,sim,2.0,3.0,as vezes,,3.0,0.975187,1.0,as vezes,transporte publico
M,,1.62,70.0,nao,sim,2.0,1.0,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
